library/codellama	codellama:34b-code-q6_K	Q6_K	27683876992	6000000
library/codellama	codellama:34b-instruct-q6_K	Q6_K	27683876992	6000000
library/codellama	codellama:34b-python-q6_K	Q6_K	27683876992	6000000
library/codellama	codellama:70b-code-q3_K_S	Q3_K_S	29919458752	6000000
library/codellama	codellama:70b-instruct-q3_K_S	Q3_K_S	29919458752	6000000
library/codellama	codellama:70b-python-q3_K_S	Q3_K_S	29919458752	6000000
library/codellama	codellama:70b-code-q3_K_M	Q3_K_M	33274901952	6000000
library/codellama	codellama:70b-instruct-q3_K_M	Q3_K_M	33274901952	6000000
library/codellama	codellama:70b-python-q3_K_M	Q3_K_M	33274901952	6000000
library/codellama	codellama:34b-code-q8_0	Q8_0	35856052352	6000000
library/codellama	codellama:34b-instruct-q8_0	Q8_0	35856052352	6000000
library/codellama	codellama:34b-python-q8_0	Q8_0	35856052352	6000000
library/codellama	codellama:70b-code-q3_K_L	Q3_K_L	36148000192	6000000
library/codellama	codellama:70b-instruct-q3_K_L	Q3_K_L	36148000192	6000000
library/codellama	codellama:70b-python-q3_K_L	Q3_K_L	36148000192	6000000
library/codellama	codellama:70b	Q4_0	38872431040	6000000
library/codellama	codellama:70b-code	Q4_0	38872431040	6000000
library/codellama	codellama:70b-python	Q4_0	38872431040	6000000
library/codellama	codellama:70b-code-q4_K_S	Q4_K_S	39249918400	6000000
library/codellama	codellama:70b-instruct-q4_K_S	Q4_K_S	39249918400	6000000
library/codellama	codellama:70b-python-q4_K_S	Q4_K_S	39249918400	6000000
library/codellama	codellama:70b-code-q4_K_M	Q4_K_M	41423092160	6000000
library/codellama	codellama:70b-instruct-q4_K_M	Q4_K_M	41423092160	6000000
library/codellama	codellama:70b-python-q4_K_M	Q4_K_M	41423092160	6000000
library/codellama	codellama:70b-code-q4_1	Q4_1	43167013312	6000000
library/codellama	codellama:70b-instruct-q4_1	Q4_1	43167013312	6000000
library/codellama	codellama:70b-python-q4_1	Q4_1	43167013312	6000000
library/codellama	codellama:70b-code-q5_0	Q5_0	47461595584	6000000
library/codellama	codellama:70b-code-q5_K_S	Q5_K_S	47461595584	6000000
library/codellama	codellama:70b-instruct-q5_0	Q5_0	47461595584	6000000
library/codellama	codellama:70b-instruct-q5_K_S	Q5_K_S	47461595584	6000000
library/codellama	codellama:70b-python-q5_0	Q5_0	47461595584	6000000
library/codellama	codellama:70b-python-q5_K_S	Q5_K_S	47461595584	6000000
library/codellama	codellama:70b-code-q5_K_M	Q5_K_M	48753965504	6000000
library/codellama	codellama:70b-instruct-q5_K_M	Q5_K_M	48753965504	6000000
library/codellama	codellama:70b-python-q5_K_M	Q5_K_M	48753965504	6000000
library/codellama	codellama:70b-code-q5_1	Q5_1	51756177856	6000000
library/codellama	codellama:70b-instruct-q5_1	Q5_1	51756177856	6000000
library/codellama	codellama:70b-python-q5_1	Q5_1	51756177856	6000000
library/codellama	codellama:70b-code-q6_K	Q6_K	56587582912	6000000
library/codellama	codellama:70b-python-q6_K	Q6_K	56587582912	6000000
library/codellama	codellama:70b-instruct-q6_K	Q6_K	56587583488	6000000
library/codellama	codellama:34b-instruct-fp16	F16	67490279520	6000000
library/codellama	codellama:34b-python-fp16	F16	67490279520	6000000
library/codellama	codellama:70b-code-q8_0	Q8_0	73292608960	6000000
library/codellama	codellama:70b-instruct-q8_0	Q8_0	73292608960	6000000
library/codellama	codellama:70b-python-q8_0	Q8_0	73292608960	6000000
library/codellama	codellama:70b-code-fp16	F16	137957225856	6000000
library/codellama	codellama:70b-python-fp16	F16	137957225856	6000000
library/codellama	codellama:70b-instruct-fp16	F16	137957226432	6000000
library/codeqwen	codeqwen:7b-chat-v1.5-q2_K	Q2_K	3052103776	1100000
library/codeqwen	codeqwen:7b-chat-v1.5-q3_K_S	Q3_K_S	3500804192	1100000
library/codeqwen	codeqwen:7b-chat-v1.5-q3_K_M	Q3_K_M	3808626784	1100000
library/codeqwen	codeqwen:7b-chat-v1.5-q3_K_L	Q3_K_L	3986819168	1100000
library/codeqwen	codeqwen:code	Q4_0	4179437280	1100000
library/codeqwen	codeqwen:7b	Q4_0	4179437664	1100000
library/codeqwen	codeqwen:7b-chat-v1.5-q4_K_S	Q4_K_S	4414449760	1100000
